Scope;Construction Element Type;ID;Construction Element Family;ConstructionElementPart;BOQCategory;BOQ;BOQDescription;Quantity;Unit;UnitPrice;TotalCost;Length;Thickness;Height;X;Y;Z;Scope_ElementType_BOQ
PRS_RF_STR;Beam;47933;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.308;m3;99;30.492;4.1;0.3;0.25;10.4;22.15;11.525;PRS_RF_STR_Beam_C30/37forBeams
PRS_RF_STR;Beam;47951;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.308;m3;99;30.492;4.1;0.3;0.25;10.4;14.73;11.525;PRS_RF_STR_Beam_C30/37forBeams
PRS_RF_STR;Beam;47942;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.691;m3;99;68.409;5.12;0.3;0.45;8.15;18.44;11.425;PRS_RF_STR_Beam_C30/37forBeams
PRS_RF_STR;Beam;47960;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.691;m3;99;68.409;5.12;0.3;0.45;12.6;18.44;11.425;PRS_RF_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46084;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.203;m3;99;20.097;2.325;0.25;0.35;41.825;2.762;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46111;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.203;m3;99;20.097;2.325;0.25;0.35;8.175;2.762;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42573;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.251;m3;99;24.849;2.868;0.25;0.35;25.275;11.149;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46057;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.315;m3;99;31.185;3.002;0.3;0.35;43.499;22.2;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46138;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.315;m3;99;31.185;3;0.3;0.35;6.5;22.2;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46039;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.341;m3;99;33.759;3.25;0.3;0.35;43.325;28.8;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46156;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.341;m3;99;33.759;3.25;0.3;0.35;6.675;28.8;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;47378;ConcreteWork;RC_Beam C-B;Concrete;C30/37 for Beams;C30/37 for Beams;0.355;m3;99;35.145;4.05;0.3;0.3;18.379;2.243;8.85;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;47365;ConcreteWork;RC_Beam C-B;Concrete;C30/37 for Beams;C30/37 for Beams;0.356;m3;99;35.244;4.044;0.3;0.3;31.619;2.246;8.85;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42456;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.363;m3;99;35.937;3.453;0.3;0.35;25.275;16.657;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42465;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.441;m3;99;43.659;4.2;0.3;0.35;14.9;14.73;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42474;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.441;m3;99;43.659;4.2;0.3;0.35;35.1;14.73;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42582;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.482;m3;99;47.718;4.59;0.3;0.35;17.3;6.82;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42600;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.482;m3;99;47.718;4.59;0.3;0.35;32.725;6.82;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46075;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.482;m3;99;47.718;4.59;0.3;0.35;41.8;6.82;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46120;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.482;m3;99;47.718;4.59;0.3;0.35;8.2;6.82;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42555;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.487;m3;99;48.213;4.64;0.3;0.35;17.3;12.035;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42564;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.487;m3;99;48.213;4.64;0.3;0.35;32.75;12.035;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42591;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.5;m3;99;49.5;4.765;0.3;0.35;25.275;6.733;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46066;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.506;m3;99;50.094;4.815;0.3;0.35;41.8;12.123;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46129;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.506;m3;99;50.094;4.815;0.3;0.35;8.2;12.123;8.825;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42375;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.628;m3;99;62.172;4.65;0.3;0.45;17.25;24.675;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42384;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.628;m3;99;62.172;4.65;0.3;0.45;32.75;24.675;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42411;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.653;m3;99;64.647;4.834;0.3;0.45;19.867;22.2;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46021;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.691;m3;99;68.409;5.2;0.295;0.45;29.9;35.302;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42609;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.729;m3;99;72.171;5.4;0.3;0.45;20.3;4.2;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42618;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.729;m3;99;72.171;5.4;0.3;0.45;29.7;4.2;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46012;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.783;m3;99;77.517;5.8;0.3;0.45;20.4;35.3;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46048;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.882;m3;99;87.318;5.6;0.35;0.45;45.275;25.65;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46147;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.882;m3;99;87.318;5.6;0.35;0.45;4.725;25.65;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46174;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.89;m3;99;88.11;5.65;0.35;0.45;32.775;31.825;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46183;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.89;m3;99;88.11;5.65;0.35;0.45;17.225;31.825;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42329;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.913;m3;99;90.387;5.8;0.35;0.45;25.25;25.25;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42393;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.913;m3;99;90.387;5.8;0.35;0.45;41.45;25.25;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42402;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.913;m3;99;90.387;5.8;0.35;0.45;8.55;25.25;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;43692;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.933;m3;99;92.367;1.3;0.35;2.05;14.657;22.175;7.975;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;43701;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.933;m3;99;92.367;1.3;0.35;2.05;14.657;19.384;7.975;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;43710;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.933;m3;99;92.367;1.3;0.35;2.05;35.343;19.384;7.975;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;43719;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.933;m3;99;92.367;1.3;0.35;2.05;35.343;22.175;7.975;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42447;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.941;m3;99;93.159;5.973;0.35;0.45;19.298;19.384;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42302;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.969;m3;99;95.931;6.15;0.35;0.45;25.25;32.075;8.775;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;43728;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.076;m3;99;106.524;1.5;0.35;2.05;23.539;22.175;7.975;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46093;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.097;m3;99;108.603;6.65;0.3;0.55;36.325;0.3;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46102;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.097;m3;99;108.603;6.65;0.3;0.55;13.675;0.3;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;47557;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.148;m3;99;113.652;1.6;0.35;2.05;37.375;15.68;7.975;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42519;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.319;m3;99;130.581;6.85;0.35;0.55;28.975;9.465;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42492;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.338;m3;99;132.462;6.95;0.35;0.55;28.925;14.705;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42311;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.348;m3;99;133.452;7;0.35;0.55;29;28.825;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42420;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.357;m3;99;134.343;7.05;0.35;0.55;29.025;22.175;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42510;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.415;m3;99;140.085;7.35;0.35;0.55;21.275;9.465;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;47548;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.435;m3;99;142.065;2;0.35;2.05;12.625;15.88;7.975;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42320;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.444;m3;99;142.956;7.5;0.35;0.55;21.25;28.825;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42483;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.444;m3;99;142.956;7.5;0.35;0.55;21.35;14.705;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42429;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.801;m3;99;178.299;8.189;0.4;0.55;29.594;21.22;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42438;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.801;m3;99;178.299;8.189;0.4;0.55;29.594;19.409;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46030;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.815;m3;99;179.685;8.25;0.4;0.55;37.075;28.75;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;46165;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.815;m3;99;179.685;8.25;0.4;0.55;12.925;28.75;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42501;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.848;m3;99;182.952;8.4;0.4;0.55;12.8;9.44;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42528;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.848;m3;99;182.952;8.4;0.4;0.55;37.2;9.44;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42537;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.848;m3;99;182.952;8.4;0.4;0.55;37.2;4.2;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L2_STR;Beam;42546;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.848;m3;99;182.952;8.4;0.4;0.55;12.8;4.2;8.725;PRS_L2_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46600;ConcreteWork;RC_Beam C-B;Concrete;C30/37 for Beams;C30/37 for Beams;0.153;m3;99;15.147;2.441;0.25;0.25;17.036;20.779;4.375;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46084;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.203;m3;99;20.097;2.325;0.25;0.35;41.825;2.762;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46111;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.203;m3;99;20.097;2.325;0.25;0.35;8.175;2.762;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42573;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.251;m3;99;24.849;2.868;0.25;0.35;25.275;11.149;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46057;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.315;m3;99;31.185;3.001;0.3;0.35;43.499;22.2;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46138;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.315;m3;99;31.185;3;0.3;0.35;6.5;22.2;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46039;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.341;m3;99;33.759;3.25;0.3;0.35;43.325;28.8;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46156;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.341;m3;99;33.759;3.25;0.3;0.35;6.675;28.8;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42627;ConcreteWork;RC_Beam C-B;Concrete;C30/37 for Beams;C30/37 for Beams;0.355;m3;99;35.145;4.05;0.3;0.3;18.379;2.243;4.35;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42636;ConcreteWork;RC_Beam C-B;Concrete;C30/37 for Beams;C30/37 for Beams;0.356;m3;99;35.244;4.044;0.3;0.3;31.619;2.246;4.35;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42456;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.363;m3;99;35.937;3.453;0.3;0.35;25.275;16.657;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42465;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.441;m3;99;43.659;4.2;0.3;0.35;14.9;14.73;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42474;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.441;m3;99;43.659;4.2;0.3;0.35;35.1;14.73;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42582;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.482;m3;99;47.718;4.59;0.3;0.35;17.3;6.82;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42600;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.482;m3;99;47.718;4.59;0.3;0.35;32.725;6.82;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46075;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.482;m3;99;47.718;4.59;0.3;0.35;41.8;6.82;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46120;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.482;m3;99;47.718;4.59;0.3;0.35;8.2;6.82;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42555;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.487;m3;99;48.213;4.64;0.3;0.35;17.3;12.035;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42564;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.487;m3;99;48.213;4.64;0.3;0.35;32.75;12.035;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42591;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.5;m3;99;49.5;4.765;0.3;0.35;25.275;6.733;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46066;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.506;m3;99;50.094;4.815;0.3;0.35;41.8;12.123;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46129;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.506;m3;99;50.094;4.815;0.3;0.35;8.2;12.123;4.325;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42375;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.628;m3;99;62.172;4.65;0.3;0.45;17.25;24.675;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42384;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.628;m3;99;62.172;4.65;0.3;0.45;32.75;24.675;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42411;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.653;m3;99;64.647;4.834;0.3;0.45;19.867;22.2;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46021;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.702;m3;99;69.498;5.2;0.3;0.45;29.9;35.3;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42618;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.729;m3;99;72.171;5.4;0.3;0.45;29.7;4.2;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46530;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.729;m3;99;72.171;5.4;0.3;0.45;20.3;4.2;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46012;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.783;m3;99;77.517;5.8;0.3;0.45;20.4;35.3;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46048;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.882;m3;99;87.318;5.6;0.35;0.45;45.275;25.65;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46147;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.882;m3;99;87.318;5.6;0.35;0.45;4.725;25.65;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46174;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.89;m3;99;88.11;5.65;0.35;0.45;32.775;31.825;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46183;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.89;m3;99;88.11;5.65;0.35;0.45;17.225;31.825;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42329;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.913;m3;99;90.387;5.8;0.35;0.45;25.25;25.25;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42393;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.913;m3;99;90.387;5.8;0.35;0.45;41.45;25.25;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42402;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.913;m3;99;90.387;5.8;0.35;0.45;8.55;25.25;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;43692;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.933;m3;99;92.367;1.3;0.35;2.05;14.657;22.175;3.475;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;43701;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.933;m3;99;92.367;1.3;0.35;2.05;14.657;19.384;3.475;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;43710;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.933;m3;99;92.367;1.3;0.35;2.05;35.343;19.384;3.475;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;43719;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.933;m3;99;92.367;1.3;0.35;2.05;35.343;22.175;3.475;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42447;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.941;m3;99;93.159;5.973;0.35;0.45;19.298;19.384;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;42302;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;0.969;m3;99;95.931;6.15;0.35;0.45;25.25;32.075;4.275;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;43728;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.076;m3;99;106.524;1.5;0.35;2.05;23.539;22.175;3.475;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;43737;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.076;m3;99;106.524;1.5;0.35;2.05;23.539;18.558;3.475;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46093;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.097;m3;99;108.603;6.65;0.3;0.55;36.325;0.3;4.225;PRS_L1_STR_Beam_C30/37forBeams
PRS_L1_STR;Beam;46102;ConcreteWork;RC_Beam C-C/C-CW;Concrete;C30/37 for Beams;C30/37 for Beams;1.097;m3;99;108.603;6.65;0.3;0.55;13.675;0.3;4.225;PRS_L1_STR_Beam_C30/37forBeams
