Scope;Construction Element Type;ID;Construction Element Family;ConstructionElementPart;BOQCategory;BOQ;BOQDescription;Quantity;Unit;UnitPrice;TotalCost;Length;Thickness;Height;X;Y;Z;Scope_ElementType_BOQ
PRS_L0_STR;ConcreteWall;34973;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;395.694;kg;1;395.694;2.791;0.35;4.25;33.856;20.779;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;35036;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;395.694;kg;1;395.694;2.791;0.35;4.25;16.144;20.779;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;42729;ConcreteWork;RC_CW (standalone);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;486;kg;1;486;4;0.3;4.25;25.3;35.3;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;42765;ConcreteWork;RC_CW (standalone);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;486;kg;1;486;4;0.3;4.25;25;4.2;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;34991;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;512.653;kg;1;512.653;3.617;0.35;4.25;25.331;20.367;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;35009;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;512.653;kg;1;512.653;3.617;0.35;4.25;22.453;20.367;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;34955;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;630.682;kg;1;630.682;4.449;0.35;4.25;39.6;22.18;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;35072;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;630.786;kg;1;630.786;4.45;0.35;4.25;10.4;22.18;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;34946;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;655.488;kg;1;655.488;4.624;0.35;4.25;39.513;14.703;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;35090;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;655.592;kg;1;655.592;4.625;0.35;4.25;10.486;14.703;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;35063;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;750.566;kg;1;750.566;5.295;0.35;4.25;12.627;19.528;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;34919;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;807.266;kg;1;807.266;5.695;0.35;4.25;37.373;19.328;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;35330;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;1023.053;kg;1;1023.053;7.47;0.349;4.25;41.827;18.44;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_L0_STR;ConcreteWall;35339;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;1027.372;kg;1;1027.372;7.47;0.35;4.25;8.172;18.44;2.375;PRS_L0_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32853;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;37.953;kg;1;37.953;0.33;0.35;3.4;22.609;18.527;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32698;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;89.106;kg;1;89.106;0.775;0.35;3.4;8.556;22.188;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32797;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;89.106;kg;1;89.106;0.775;0.35;3.4;37.756;22.188;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32806;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;95.412;kg;1;95.412;0.83;0.35;3.4;34.272;22.187;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40250;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;95.412;kg;1;95.412;0.83;0.35;3.4;15.728;22.187;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40259;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;119.094;kg;1;119.094;1.036;0.35;3.4;24.812;18.549;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40295;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;130.579;kg;1;130.579;1.325;0.3;3.4;8.143;0.934;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40330;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;130.579;kg;1;130.579;1.325;0.3;3.4;41.857;0.934;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32761;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;130.911;kg;1;130.911;1.139;0.35;3.4;16.881;22.175;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32833;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;130.911;kg;1;130.911;1.139;0.35;3.4;33.119;22.175;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32734;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;138.723;kg;1;138.723;1.207;0.35;3.4;13.403;22.175;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40268;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;138.723;kg;1;138.723;1.207;0.35;3.4;36.597;22.175;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40241;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;250.071;kg;1;250.071;2.175;0.35;3.4;11.54;22.18;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40277;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;250.071;kg;1;250.071;2.175;0.35;3.4;40.74;22.18;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;39765;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;252.945;kg;1;252.945;2.2;0.35;3.4;9.248;0.271;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40339;ConcreteWork;RC_CW;Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;252.945;kg;1;252.945;2.2;0.35;3.4;40.752;0.271;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;41455;ConcreteWork;RC_CW (standalone);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;269.875;kg;1;269.875;2.347;0.35;3.4;25.275;13.756;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32743;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;320.952;kg;1;320.952;2.791;0.35;3.4;16.144;20.779;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32815;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;320.952;kg;1;320.952;2.791;0.35;3.4;33.856;20.779;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;41437;ConcreteWork;RC_CW (standalone);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;328.5;kg;1;328.5;2;0.5;3.4;17.25;28;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;41446;ConcreteWork;RC_CW (standalone);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;328.5;kg;1;328.5;2;0.5;3.4;32.75;28;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32871;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;329.51;kg;1;329.51;2.866;0.35;3.4;23.892;22.182;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32752;ConcreteWork;RC_CW (W);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;383.603;kg;1;383.603;3.336;0.35;3.4;14.47;19.38;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32824;ConcreteWork;RC_CW (W);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;383.603;kg;1;383.603;3.336;0.35;3.4;35.53;19.38;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32844;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;415.819;kg;1;415.819;3.617;0.35;3.4;22.453;20.367;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32862;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;415.819;kg;1;415.819;3.617;0.35;3.4;25.331;20.367;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;39785;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;452.345;kg;1;452.345;4.59;0.3;3.4;41.85;6.82;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;39794;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;452.345;kg;1;452.345;4.59;0.3;3.4;8.15;6.82;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;40313;ConcreteWork;RC_CW (standalone);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;459.9;kg;1;459.9;4;0.35;3.4;25;4.175;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;41428;ConcreteWork;RC_CW (standalone);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;459.9;kg;1;459.9;4;0.35;3.4;25.3;35.325;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32287;ConcreteWork;RC_CW (W-W/W-C);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;474.518;kg;1;474.518;4.815;0.3;3.4;41.85;12.123;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32296;ConcreteWork;RC_CW (W-W/W-C);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;474.518;kg;1;474.518;4.815;0.3;3.4;8.15;12.123;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32716;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;511.639;kg;1;511.639;4.45;0.35;3.4;10.4;14.7;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32779;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;511.639;kg;1;511.639;4.45;0.35;3.4;39.6;14.7;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32707;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;858.863;kg;1;858.863;7.47;0.35;3.4;12.628;18.44;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32725;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;858.863;kg;1;858.863;7.47;0.35;3.4;8.172;18.44;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32770;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;858.863;kg;1;858.863;7.47;0.35;3.4;37.372;18.44;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32788;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;858.863;kg;1;858.863;7.47;0.35;3.4;41.828;18.44;-1.7;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32278;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;1613.385;kg;1;1613.385;17.575;0.3;3.15;45.15;13.212;-1.825;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;ConcreteWall;32305;ConcreteWork;RC_CW (standard);Reinforcement;Reinforcement for ConcreteWalls;Reinforcement for ConcreteWalls- B500C;1613.385;kg;1;1613.385;17.575;0.3;3.15;4.85;13.213;-1.825;PRS_BO_STR_ConcreteWall_ReinforcementforConcreteWalls
PRS_BO_STR;Earthwork;47732;EarthWork;Earthwork for Rainwater Tank - FF;Earth Moving;Excavation;Excavation;114.912;m3;11;1264.032;;;;6.5;26.125;-6.35;PRS_BO_STR_Earthwork_Excavation
PRS_BO_STR;Earthwork;47780;EarthWork;Earthwork for Rainwater Tank - FF;Earth Moving;Excavation;Excavation;114.912;m3;11;1264.032;;;;43.5;26.125;-6.35;PRS_BO_STR_Earthwork_Excavation
PRS_BO_STR;Earthwork;47744;EarthWork;Earthwork for Elevator Pits - FF;Earth Moving;Excavation;Excavation;132.576;m3;11;1458.336;;;;14.381;20.779;-5.75;PRS_BO_STR_Earthwork_Excavation
PRS_BO_STR;Earthwork;47768;EarthWork;Earthwork for Elevator Pits - FF;Earth Moving;Excavation;Excavation;132.576;m3;11;1458.336;;;;35.619;20.779;-5.75;PRS_BO_STR_Earthwork_Excavation
PRS_BO_STR;Earthwork;47756;EarthWork;Earthwork for Elevator Pits - FF;Earth Moving;Excavation;Excavation;137.762;m3;11;1515.382;;;;23.892;20.367;-5.75;PRS_BO_STR_Earthwork_Excavation
PRS_BO_STR;Earthwork;47792;EarthWork;Earthwork for Septic Tank - FF;Earth Moving;Excavation;Excavation;162.792;m3;11;1790.712;;;;43.8;31.856;-6.35;PRS_BO_STR_Earthwork_Excavation
PRS_BO_STR;Earthwork;47804;EarthWork;Earthwork for Mat Foundation - FF;Earth Moving;Excavation;Excavation;8057.02;m3;11;88627.22;;;;25;20;-4.35;PRS_BO_STR_Earthwork_Excavation
PRS_RF_STR;Formwork;48455;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.759;m2;13;9.867;5.06;0.02;0.15;10.57;14.22;11.725;PRS_RF_STR_Formwork_FormworkforSlabs
PRS_RF_STR;Formwork;48473;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.761;m2;13;9.893;5.07;0.02;0.15;10.575;22.659;11.725;PRS_RF_STR_Formwork_FormworkforSlabs
PRS_RF_STR;Formwork;48482;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.264;m2;13;16.432;8.428;0.02;0.15;13.11;18.444;11.725;PRS_RF_STR_Formwork_FormworkforSlabs
PRS_RF_STR;Formwork;48464;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.266;m2;13;16.458;8.44;0.02;0.15;8.04;18.44;11.725;PRS_RF_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50270;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.138;m2;13;1.794;0.55;0.02;0.25;33.679;21.705;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50252;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.14;m2;13;1.82;0.56;0.02;0.25;25.51;21.71;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50342;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.142;m2;13;1.846;0.57;0.02;0.25;16.606;19.568;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50324;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.145;m2;13;1.885;0.58;0.02;0.25;16.611;21.99;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50396;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.158;m2;13;2.054;0.63;0.02;0.25;16.06;28.225;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50414;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.16;m2;13;2.08;0.64;0.02;0.25;17.04;28.23;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50387;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.243;m2;13;3.159;0.97;0.02;0.25;16.545;28.54;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50405;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.245;m2;13;3.185;0.98;0.02;0.25;16.55;27.91;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50333;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.605;m2;13;7.865;2.421;0.02;0.25;16.321;20.779;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50315;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.608;m2;13;7.904;2.431;0.02;0.25;16.901;20.774;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50108;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.875;m2;13;11.375;3.5;0.02;0.25;6.24;21.99;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50180;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.875;m2;13;11.375;3.5;0.02;0.25;43.76;21.99;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50477;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.02;m2;13;13.26;4.08;0.02;0.25;10.4;14.89;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50459;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.023;m2;13;13.299;4.09;0.02;0.25;10.405;21.99;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50495;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.094;m2;13;14.222;4.377;0.02;0.25;31.492;2.043;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50513;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.094;m2;13;14.222;4.377;0.02;0.25;18.508;2.043;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50135;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.625;m2;13;21.125;6.5;0.02;0.25;16.99;32.26;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50153;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.625;m2;13;21.125;6.5;0.02;0.25;33.01;32.26;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50117;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.755;m2;13;22.815;7.02;0.02;0.25;4.49;25.5;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50171;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.755;m2;13;22.815;7.02;0.02;0.25;45.51;25.5;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50486;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.772;m2;13;23.036;7.09;0.02;0.25;12.44;18.435;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50468;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;1.775;m2;13;23.075;7.1;0.02;0.25;8.36;18.44;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50261;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;2.042;m2;13;26.546;8.169;0.02;0.25;29.594;21.43;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50243;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;2.045;m2;13;26.585;8.179;0.02;0.25;29.599;21.99;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50090;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;2.377;m2;13;30.901;9.51;0.02;0.25;12.745;0.09;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50198;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;2.377;m2;13;30.901;9.51;0.02;0.25;37.255;0.09;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50504;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;2.747;m2;13;35.711;10.988;0.02;0.25;25;3.99;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50126;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;3.125;m2;13;40.625;12.5;0.02;0.25;10.74;29.01;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50162;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;3.125;m2;13;40.625;12.5;0.02;0.25;39.26;29.01;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50144;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;4.005;m2;13;52.065;16.02;0.02;0.25;25;35.51;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50099;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;5.475;m2;13;71.175;21.9;0.02;0.25;7.99;11.04;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L2_STR;Formwork;50189;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;5.475;m2;13;71.175;21.9;0.02;0.25;42.01;11.04;9.125;PRS_L2_STR_Formwork_FormworkforSlabs
PRS_L1_STR;Formwork;51575;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.138;m2;13;1.794;0.55;0.02;0.25;33.679;21.705;4.625;PRS_L1_STR_Formwork_FormworkforSlabs
PRS_L1_STR;Formwork;51557;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.14;m2;13;1.82;0.56;0.02;0.25;25.51;21.71;4.625;PRS_L1_STR_Formwork_FormworkforSlabs
PRS_L1_STR;Formwork;51647;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.142;m2;13;1.846;0.57;0.02;0.25;16.606;19.568;4.625;PRS_L1_STR_Formwork_FormworkforSlabs
PRS_L1_STR;Formwork;51629;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.145;m2;13;1.885;0.58;0.02;0.25;16.611;21.99;4.625;PRS_L1_STR_Formwork_FormworkforSlabs
PRS_L1_STR;Formwork;51719;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.168;m2;13;2.184;0.67;0.02;0.25;16.99;28.245;4.625;PRS_L1_STR_Formwork_FormworkforSlabs
PRS_L1_STR;Formwork;51701;FormWork;POS for Slabs;Formwork;Formwork for Slabs;Formwork for Slabs;0.17;m2;13;2.21;0.68;0.02;0.25;16.06;28.25;4.625;PRS_L1_STR_Formwork_FormworkforSlabs
